"d8_1","d8_2","d8_3","d9","d10","d11","d14","d181","estred13","d16","d260","d20","d21_1","d21_4_1","d21_11","d21_12","d21_13","d21_14_1","d21_15_1","d21_15_4","d21_18","d21_18_1","d21_19","d21_19_1","d23","d24","d25","h171_2","ht2","ht9","YHOG","YSVL","e27","e45_1","e45_2","e45_3","e46","e51_4","e210_1","e51_5","e210_2","e212","e215","e218"
2,0,25000,4,2,1,2,2,5,1,1,2,1,0,2,2,2,2,2,2,1,1,2,0,1,0,1,0,1,1,24697,151197,62,2,2,1,1,3,2,3,2,3,3,2
4,0,12000,4,2,1,1,2,1,1,1,3,1,1,2,2,1,2,2,0,2,0,2,0,2,0,2,0,1,2,4428,34028,66,1,2,2,2,0,0,0,0,3,0,0
6,0,15000,4,3,1,2,2,8,2,5,3,1,0,2,2,1,1,2,1,1,2,2,0,3,1,4,0,2,2,0,56027,18,2,2,2,1,3,1,3,1,3,3,3
4,0,4000,3,2,1,1,2,6,2,6,3,1,0,2,2,1,0,1,1,2,0,2,0,1,2,3,0,2,0,6081,21201,7,2,1,2,2,0,0,0,0,0,0,0
2,0,12000,4,3,1,2,2,12,1,1,3,1,0,2,2,1,1,1,1,1,2,1,3,4,0,4,0,2,2,0,68902,20,1,2,2,2,3,1,3,1,3,3,3
8,0,8000,3,2,1,1,2,2,1,6,3,2,0,2,2,1,0,1,0,1,1,1,1,2,1,3,0,2,1,4428,63658,47,2,1,2,2,0,0,0,0,3,0,0
5,0,23000,4,2,1,2,2,3,1,3,3,1,0,2,2,1,0,2,2,1,1,2,0,2,1,3,0,1,0,8000,85500,40,2,1,2,2,3,2,2,2,3,0,0
2,0,20000,3,2,1,1,2,3,1,5,3,1,0,2,2,1,0,2,2,1,1,2,0,2,0,2,0,0,1,2262,19524,23,2,1,2,2,3,1,3,1,3,3,3
2,0,0,6,3,3,1,2,10,2,5,3,1,0,2,2,2,2,2,2,1,1,2,0,2,0,2,0,1,0,3910,65810,61,2,1,2,2,0,0,0,0,3,0,0
8,0,2000,4,3,1,1,2,2,2,1,3,1,0,2,2,2,0,1,0,2,0,2,0,2,4,6,0,3,0,3386.5,50186.5,22,1,2,2,2,1,1,0,0,3,0,0
2,0,1,4,3,1,2,2,9,1,5,3,1,0,1,1,1,2,2,1,1,1,1,1,2,2,4,0,2,0,3910,61420,8,2,1,2,2,0,0,0,0,0,0,0
5,0,11000,1,1,1,1,2,4,1,6,3,1,0,2,2,2,0,0,0,2,0,2,0,1,1,2,0,2,0,2271,21542,28,2,1,2,2,3,1,0,0,3,0,0
8,0,20000,3,1,1,1,2,6,2,3,3,1,0,2,2,2,1,2,1,2,0,2,0,2,1,3,0,2,0,1963,35026,34,1,2,2,2,3,2,3,2,3,3,2
2,0,15000,4,2,1,2,1,7,1,5,3,1,0,2,2,1,2,2,2,1,1,2,0,3,0,3,0,1,1,18034,129051,49,2,1,2,2,3,1,3,1,3,3,3
6,0,0,2,1,6,1,2,8,2,6,3,2,0,2,2,2,0,0,0,1,1,1,1,1,0,1,0,0,0,0,46551,41,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,5,2,1,1,2,8,1,5,3,1,0,2,2,1,1,2,1,1,1,1,1,2,0,2,0,1,0,0,36120,55,2,1,2,2,3,1,0,0,2,0,0
5,0,6000,2,1,1,1,2,6,2,3,3,1,1,2,2,1,0,0,0,2,0,2,0,3,2,5,0,2,1,18643,35759,7,1,2,2,2,0,0,0,0,0,0,0
2,0,7000,5,3,1,1,2,7,1,5,3,1,0,2,2,1,3,0,0,1,1,1,1,2,0,2,0,1,1,1960,48520,52,2,1,2,2,0,0,0,0,3,0,0
5,0,20000,2,1,1,1,2,4,1,1,3,1,0,2,2,2,1,2,1,2,0,2,0,1,0,1,0,0,0,913,85534.3333333333,28,2,1,2,1,3,2,3,2,3,3,2
2,0,60000,4,2,1,2,2,5,1,3,3,1,0,2,2,1,0,2,1,1,2,2,0,3,0,3,0,2,2,22271,111542,43,2,1,2,2,3,1,3,1,3,3,2
2,0,16000,4,2,1,1,2,2,1,1,3,1,0,1,2,1,3,2,2,1,1,1,1,3,0,3,0,1,1,2193,94579,36,2,1,2,1,3,1,0,0,3,3,3
2,0,12000,3,3,1,1,2,8,2,5,3,1,0,2,2,1,2,1,1,1,2,1,1,4,1,5,0,2,0,4034,72051,11,2,1,2,2,0,0,0,0,0,0,0
2,0,30000,5,3,1,2,2,6,2,5,2,1,0,2,2,1,2,2,2,1,2,1,1,4,1,5,0,2,2,6363,201888.333333333,43,2,1,2,2,0,0,0,0,3,0,0
2,0,15000,3,1,1,1,2,2,1,1,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,4440,79440,81,2,1,2,1,3,1,3,1,3,3,2
5,0,15000,3,2,1,2,1,3,1,3,3,1,0,2,2,1,2,2,1,1,1,2,0,3,0,3,0,1,1,12288,97104,34,2,1,2,2,3,1,0,0,3,3,2
1,6800,14000,3,2,1,1,2,8,2,5,3,1,1,2,1,2,0,2,1,1,1,1,1,3,0,3,0,1,0,1951,64053,57,2,1,2,2,2,2,0,0,3,0,0
8,0,25000,4,3,1,2,2,4,1,3,3,1,0,1,2,1,0,1,1,1,1,2,0,3,2,5,0,2,1,6660,150350,43,2,1,2,1,3,2,3,2,3,2,3
1,5500,10000,3,1,1,1,2,8,1,5,3,1,0,2,2,1,0,2,1,2,0,1,1,2,0,2,0,1,0,0,77032,38,2,1,2,2,3,1,2,1,3,0,0
2,0,15000,4,3,1,1,2,2,1,5,3,1,0,2,2,2,0,1,0,2,0,2,0,3,3,6,0,5,1,13083,88083,12,1,2,2,2,9,1,0,0,0,0,0
5,0,12000,4,1,1,1,2,9,1,1,3,1,1,2,2,1,1,0,0,2,0,1,1,2,0,2,0,1,2,4064,62764,72,2,1,2,2,3,1,1,1,3,0,0
2,0,15000,2,1,1,1,2,2,1,5,3,1,0,2,2,1,0,0,0,2,0,2,0,2,0,2,0,1,0,0,39558,54,2,1,2,1,3,1,1,1,3,0,0
2,0,0,3,2,3,2,1,8,2,5,3,1,0,2,2,1,2,1,1,1,1,2,0,2,2,4,0,2,0,4242,120084,8,2,1,2,2,0,0,0,0,0,0,0
8,0,0,5,2,3,1,2,9,2,5,3,1,2,2,2,1,0,2,1,1,1,2,0,2,1,3,0,2,1,3526,59698,59,2,1,2,2,3,1,1,1,3,0,0
2,0,10000,4,2,1,1,2,11,1,1,3,1,0,2,2,1,0,2,1,2,0,1,1,1,0,1,0,0,1,2032,23032,76,2,1,2,1,0,0,0,0,3,0,0
2,0,5000,3,2,1,1,2,10,2,5,3,1,0,2,2,2,0,1,0,2,0,1,2,6,0,6,0,2,1,14000,34203,60,1,2,2,2,0,0,0,0,3,0,0
5,0,4000,6,4,1,1,2,12,1,5,3,1,1,2,2,1,0,0,0,2,0,1,1,5,2,7,0,4,4,0,66228,4,1,2,2,2,0,0,0,0,0,0,0
8,0,10000,5,3,1,1,2,8,1,5,3,1,0,2,2,2,0,0,0,2,0,2,0,3,1,4,0,4,2,6096,77628,26,2,1,2,2,3,1,1,1,3,0,0
2,0,15000,5,2,1,1,2,8,1,5,3,1,1,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,1,4034,38034,68,1,2,2,2,3,1,3,1,3,2,3
8,0,0,2,1,1,1,2,8,2,3,3,1,2,2,2,2,1,2,1,1,1,2,0,1,0,1,0,0,0,0,31963,47,2,1,2,2,0,0,0,0,3,0,0
2,0,12000,5,4,1,1,2,3,1,5,3,1,1,2,2,1,2,0,0,2,0,2,0,4,0,4,0,3,2,0,53428,41,2,1,2,2,3,1,0,0,3,0,0
8,0,12000,3,2,1,1,2,8,1,6,1,1,0,2,2,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,25000,41,2,1,2,2,3,1,3,1,2,3,3
2,0,25000,3,2,1,2,2,5,1,1,3,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,2,1,3960,88140,50,2,1,2,1,3,1,3,1,3,3,2
2,0,8000,5,2,1,1,2,7,1,5,3,2,0,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,2,3910,28910,74,1,2,2,2,0,0,0,0,3,0,0
5,0,5500,3,2,1,1,2,12,1,5,3,1,1,2,2,1,0,1,0,2,0,2,0,2,3,5,0,3,0,0,21621,44,2,1,2,2,3,1,0,0,2,0,0
1,10000,20000,3,2,1,2,2,3,1,1,3,1,0,2,2,2,1,2,1,1,1,2,0,4,0,4,0,2,1,4236,111472,14,2,1,2,1,3,1,9,1,0,0,0
2,0,7000,4,2,1,1,2,7,1,5,3,1,0,2,2,2,0,0,0,1,1,2,0,2,1,3,0,1,0,1963,18526,21,1,2,2,2,3,1,3,1,2,3,3
2,0,13000,3,1,1,1,2,2,1,5,3,1,1,2,2,1,0,2,1,1,1,2,0,2,0,2,0,1,1,2271,76542,65,2,1,2,1,0,0,0,0,3,0,0
8,0,7000,2,1,1,1,2,11,2,5,3,1,0,2,2,2,0,0,0,2,0,1,1,2,1,3,0,1,0,4000,14311,24,1,2,2,2,0,0,0,0,2,0,0
8,0,30000,5,4,1,2,1,8,2,5,3,1,0,1,1,1,4,2,3,1,2,2,0,4,0,4,0,2,2,22853,261304,74,2,1,2,1,3,1,3,1,3,3,2
8,0,7000,3,2,1,1,2,6,2,5,3,1,0,2,2,1,0,2,1,1,1,1,1,2,1,3,0,2,1,159.1,36124.1,22,1,2,2,2,2,1,0,0,3,0,0
2,0,10000,4,3,1,1,2,12,2,5,3,1,0,2,2,1,0,1,1,1,1,1,1,3,0,3,0,1,1,1963,108626,60,2,1,2,1,0,0,0,0,3,0,0
8,0,4000,2,2,1,1,2,7,1,6,3,2,0,2,2,2,0,1,0,2,0,2,0,3,1,4,0,3,3,4802,26302,11,1,2,2,2,0,0,0,0,0,0,0
2,0,10000,3,2,1,1,2,7,1,6,3,2,1,2,2,1,1,0,0,1,1,1,1,2,0,2,0,1,2,17230,43230,59,2,2,2,2,3,2,3,1,3,2,3
5,0,8500,3,2,1,1,2,6,2,5,3,1,0,2,2,1,0,1,1,2,0,2,0,3,1,4,0,1,1,4064,55846,35,1,2,2,2,3,1,3,1,3,3,3
2,0,16000,7,3,1,2,2,8,1,5,3,1,0,2,2,1,0,2,1,1,1,2,0,4,1,5,0,2,2,13204,65477,39,2,1,2,2,3,1,0,0,2,0,0
2,0,6500,3,2,1,1,2,9,2,5,3,1,0,2,2,2,0,2,0,2,0,1,1,3,0,3,0,1,2,4064,46433,49,2,1,2,2,0,0,0,0,3,0,0
8,0,8000,2,2,1,1,2,8,2,1,3,1,1,2,2,1,0,1,0,2,0,1,1,2,2,4,2,2,0,10922.1666666667,36882.1666666667,0,2,1,2,2,0,0,0,0,0,0,0
2,0,8500,4,3,1,1,2,9,2,5,3,1,1,2,2,1,1,2,0,2,0,2,0,2,0,2,0,1,2,4034,43134,77,2,1,2,2,3,1,0,0,3,0,0
2,0,30000,5,1,1,2,1,5,1,1,2,1,1,2,2,1,2,0,0,2,0,2,0,2,0,2,0,1,2,40000,120000,86,2,2,1,1,3,1,3,1,3,3,3
8,0,25000,4,2,1,1,1,4,1,3,3,1,0,2,2,1,2,2,2,1,1,2,0,2,0,2,0,1,1,2214,102722,26,2,2,2,1,3,2,3,1,3,3,3
2,0,18000,5,3,1,1,2,1,2,5,3,1,1,2,2,1,1,2,1,1,1,2,0,3,1,4,0,3,0,4428,62256,12,2,1,2,2,9,2,0,0,0,0,0
8,0,12000,3,2,1,1,2,2,2,3,3,1,0,1,2,1,2,2,1,1,1,2,0,4,0,4,0,1,1,2214,115936,27,2,1,2,2,3,2,1,2,2,0,0
1,35000,25000,4,3,1,2,1,4,1,2,3,1,0,1,2,1,0,2,2,1,1,2,0,2,0,2,0,1,1,2193,63386,15,2,1,2,1,3,2,9,2,3,0,0
8,0,0,5,3,3,1,2,9,3,5,3,2,0,2,2,1,0,1,0,2,0,2,0,4,1,5,0,5,2,3526,53271,36,1,2,2,2,0,0,0,0,3,0,0
2,0,15000,6,3,1,1,2,6,2,5,3,1,1,2,2,1,0,1,1,2,0,2,0,2,2,4,0,2,2,4034,59634,60,2,1,2,2,0,0,0,0,3,0,0
2,0,0,5,4,4,1,2,11,2,5,5,1,1,2,2,1,0,1,1,1,1,1,2,5,0,5,0,2,3,16054,80508,18,1,2,2,2,3,1,3,1,3,3,1
5,0,15000,2,1,1,1,2,5,1,5,3,1,0,2,2,2,0,2,1,2,0,2,0,1,0,1,0,1,0,0,67118,46,2,1,2,1,3,1,3,1,3,3,2
2,0,25000,7,4,3,3,1,10,2,5,3,2,1,1,1,1,5,2,3,1,2,1,1,5,0,5,0,2,1,13926,209052,65,2,1,2,2,3,1,2,1,3,0,0
5,0,10000,4,3,1,2,2,8,2,3,3,1,0,2,2,1,0,1,1,1,1,1,1,4,2,6,2,1,1,10320,93697,24,2,1,2,1,3,2,3,1,3,3,2
5,0,14000,4,3,1,1,2,8,1,3,3,1,0,2,2,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,76027,37,2,1,2,2,3,1,3,1,2,2,3
8,0,17000,3,2,1,1,2,8,2,1,3,1,0,2,2,1,1,2,1,1,1,2,0,3,0,3,0,1,1,2017,81051,47,2,1,2,1,3,2,1,1,3,0,0
2,0,12000,8,4,1,1,2,8,1,5,3,1,1,1,2,1,2,1,1,1,1,2,0,3,3,6,0,4,1,14060.5,95962.5,5,2,1,2,2,0,0,0,0,0,0,0
1,1532,5000,4,3,1,1,2,7,1,5,3,1,1,2,2,2,0,1,1,2,0,2,0,3,1,4,0,2,2,8375.5,50050.5,20,1,2,2,2,3,1,2,1,3,0,0
8,0,16000,3,2,1,1,2,4,1,3,3,1,1,2,2,1,0,1,0,1,1,2,0,4,0,4,0,1,2,4576,69152,55,2,1,2,2,3,2,3,1,3,2,3
8,0,17000,3,1,1,2,1,4,1,5,3,1,0,1,2,1,2,2,2,1,1,2,0,2,0,2,0,1,0,0,107582,34,2,1,2,1,3,2,3,2,3,3,2
2,0,15000,4,3,1,1,2,9,1,5,3,1,0,2,2,1,2,2,2,1,1,2,0,3,1,4,0,3,1,7446,68866,59,2,1,2,2,3,1,0,0,3,0,0
2,0,14000,4,3,1,1,2,3,1,4,3,1,2,2,2,1,0,0,0,2,0,2,0,5,1,6,0,3,3,8772,105360,20,2,1,2,2,3,1,2,1,3,0,0
8,0,4000,2,1,1,1,2,11,1,5,3,2,1,2,2,2,0,0,0,2,0,2,0,2,2,4,0,2,0,0,10756,30,1,2,2,2,0,0,0,0,3,0,0
5,0,4000,2,1,1,1,2,7,2,6,3,2,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,0,2,4034,28134,53,1,2,2,2,0,0,0,0,3,0,0
5,0,15500,2,2,1,1,2,4,1,6,3,1,0,2,2,1,0,0,0,2,0,2,0,2,2,4,0,2,0,4440,81880,3,2,1,2,2,0,0,0,0,0,0,0
8,0,30000,4,2,1,2,2,6,2,5,3,1,0,2,2,1,1,2,1,1,1,2,0,2,0,2,0,1,0,0,120032,48,2,1,2,1,3,2,3,2,3,3,2
8,0,10000,3,2,1,1,2,1,1,5,3,1,1,2,2,1,0,2,1,1,1,2,0,3,0,3,0,2,1,2180,79764,25,2,1,2,2,3,1,3,1,3,3,2
2,0,18000,3,2,1,1,2,5,1,1,1,1,0,2,2,2,1,2,1,2,0,2,0,2,0,2,0,2,1,2271,89542,58,2,1,2,1,3,1,3,1,3,3,3
9,0,4000,2,2,1,1,2,2,1,1,1,2,1,2,2,2,0,0,0,2,0,2,0,2,4,6,0,4,1,21325.5,67225.5,11,1,2,2,2,0,0,0,0,0,0,0
6,0,9000,3,2,1,1,2,9,1,5,3,1,1,2,2,2,0,1,0,2,0,2,0,2,3,5,0,4,1,10838.5,49665.5,12,1,2,2,2,0,0,0,0,0,0,0
1,18000,20000,4,3,1,1,2,4,1,3,3,1,1,2,2,2,0,1,0,1,1,1,1,5,1,6,0,2,2,6864,105728,15,1,2,2,2,3,1,9,1,3,0,0
5,0,10000,3,2,1,1,2,2,2,5,3,1,0,2,2,1,0,1,3,1,1,2,0,2,2,4,0,2,0,11031,141471,31,2,1,2,1,3,1,3,1,2,1,3
8,0,8000,4,2,1,1,1,12,2,3,3,1,1,2,2,1,0,0,0,2,0,2,0,2,0,2,0,1,1,2027,60784.5,75,1,2,2,2,0,0,0,0,3,0,0
8,0,8000,3,1,1,1,2,8,1,5,3,1,1,2,2,2,0,2,0,2,0,2,0,2,0,2,0,1,2,4588,30388,81,1,2,2,1,0,0,0,0,3,0,0
5,0,6000,3,2,1,1,2,1,2,1,3,2,2,2,2,2,0,1,0,2,0,2,0,2,5,7,0,4,1,25929,78429,6,2,1,2,2,0,0,0,0,0,0,0
5,0,11000,3,2,1,1,2,8,2,5,3,1,0,2,2,1,0,0,0,1,1,1,1,2,1,3,0,2,0,4085.1,55663.1,25,2,1,2,2,3,1,1,1,3,0,0
5,0,15000,3,2,1,1,2,3,1,6,3,1,2,2,2,1,0,2,2,1,1,2,0,4,0,4,0,1,0,0,116236,47,2,1,2,1,3,1,0,0,3,0,0
4,0,6500,3,2,1,1,2,9,1,5,3,1,0,2,2,1,1,1,0,1,1,2,0,2,0,2,0,1,1,1951,27442,14,2,1,2,2,2,1,0,0,0,0,0
5,0,16000,2,1,1,1,2,3,1,3,3,1,0,2,2,1,0,2,0,2,0,2,0,1,0,1,0,1,1,22271,34271,68,1,2,2,1,3,1,3,1,3,3,3
2,0,7000,2,1,1,1,2,10,1,5,3,1,0,2,2,1,0,2,0,2,0,2,0,1,0,1,0,0,1,15963,30963,75,1,2,2,2,1,1,0,0,3,0,0
2,0,0,4,3,3,1,2,10,2,5,3,1,0,2,2,1,1,1,0,1,2,1,1,4,1,5,0,3,2,11654,100696,14,2,1,2,2,2,1,0,0,0,0,0
2,0,10000,3,2,1,1,2,8,1,5,3,1,1,2,2,2,0,0,0,1,1,2,0,2,0,2,0,1,2,1963,20963,55,1,2,2,2,0,0,0,0,3,0,0
2,0,8000,3,2,1,1,2,7,1,3,3,1,2,2,2,1,1,2,1,1,1,2,0,3,1,4,0,2,2,4054,39453,46,2,1,2,2,0,0,0,0,3,0,0
2,0,10000,3,1,1,1,2,2,2,1,1,1,0,2,2,1,0,2,0,2,0,2,0,1,0,1,0,1,1,2271,28171,71,2,1,2,1,0,0,0,0,3,0,0
2,0,0,4,2,3,1,2,11,2,5,5,2,1,2,2,2,0,1,0,2,0,2,0,3,3,6,0,3,2,10578,39758,45,1,2,2,2,0,0,0,0,3,0,0
5,0,26000,3,1,1,2,2,4,1,2,3,1,0,2,2,1,2,2,2,1,1,2,0,2,0,2,0,1,2,4386,103386,78,2,1,2,1,3,1,1,1,2,0,0
2,0,5000,1,1,1,1,2,7,1,1,3,1,0,2,2,2,0,0,0,2,0,1,1,2,0,2,0,1,0,1040,25003,24,1,2,2,2,3,1,0,0,2,0,0
2,0,15000,4,3,1,1,2,3,1,1,3,1,0,2,2,1,2,1,1,1,1,2,0,4,0,4,0,3,2,4542,91546.3333333333,54,2,1,2,1,3,2,3,2,3,3,3
2,0,12000,3,2,1,1,2,2,2,5,3,2,2,2,2,1,0,2,1,1,1,2,0,4,1,5,0,4,2,0,37600,44,1,2,2,2,3,1,0,0,3,0,0
8,0,7000,3,2,1,1,2,1,2,3,3,1,0,2,2,1,0,0,0,1,1,2,0,4,0,4,0,2,1,2262,62087,44,2,1,2,2,1,1,0,0,2,0,0
8,0,8000,3,2,1,1,2,12,1,5,3,1,0,2,2,1,1,1,1,2,0,1,1,1,1,2,0,2,0,1963,37926,6,1,2,2,2,0,0,0,0,0,0,0
5,0,30000,4,3,1,3,1,3,1,1,3,1,0,2,2,1,0,2,0,2,0,2,0,2,0,2,0,1,2,4360,81360,83,2,1,2,1,3,1,3,1,2,3,3
1,12000,30000,4,3,1,1,2,3,1,1,3,1,1,1,2,1,2,2,4,1,1,2,0,4,2,6,0,3,1,6660,201576,39,2,1,2,2,3,2,2,1,3,0,0
4,0,12000,2,1,1,1,2,6,3,3,3,2,1,2,2,2,0,0,0,2,0,2,0,2,1,3,0,1,0,7730.5,16345.5,3,1,2,2,2,0,0,0,0,0,0,0
8,0,4500,2,1,1,1,2,11,2,5,3,2,1,2,2,2,0,1,0,2,0,2,0,2,2,4,0,2,0,9652.5,50042.5,7,1,2,2,2,0,0,0,0,0,0,0
5,0,0,4,2,3,1,2,8,2,5,3,1,0,2,2,1,0,2,1,2,0,1,1,2,1,3,0,1,0,3902,41352,26,2,1,2,2,3,1,0,0,3,0,0
2,0,10000,3,2,1,1,2,6,2,1,3,1,0,2,2,1,0,0,0,2,0,1,1,3,1,4,0,1,2,9622,58654,40,2,1,2,1,2,1,0,0,3,0,0
2,0,18000,4,2,1,1,2,3,1,5,3,1,0,2,1,1,2,2,2,1,1,2,0,3,1,4,0,3,1,4378,98486,13,2,1,2,1,1,2,0,0,0,0,0
2,0,8000,3,2,1,1,2,12,1,3,3,1,1,2,2,1,0,0,0,2,0,1,1,3,1,4,0,2,1,4034,80068,1,2,1,2,2,0,0,0,0,0,0,0
4,0,9000,4,3,1,1,2,1,2,1,3,1,0,1,1,1,2,0,0,2,0,2,0,3,1,4,0,2,2,6660,45980,2,2,1,2,2,0,0,0,0,0,0,0
4,0,7000,4,3,1,1,2,2,2,1,3,1,2,2,2,2,0,1,0,2,0,2,0,6,2,8,0,2,3,0,52508,12,1,2,2,2,0,0,0,0,0,0,0
2,0,7000,3,1,1,1,2,8,2,5,3,1,1,2,2,2,1,2,0,2,0,2,0,2,0,2,0,1,2,3926,32726,60,1,2,2,2,0,0,0,0,3,0,0
2,0,25000,6,4,1,2,1,10,1,5,3,1,2,2,2,1,1,0,0,2,0,2,0,2,0,2,0,2,1,2027,71054,79,2,1,2,1,2,1,0,0,3,0,0
1,2000,0,4,2,3,1,2,11,2,5,3,1,2,2,2,2,0,0,0,1,1,1,1,4,1,5,0,1,2,4054,62108,18,1,2,2,2,3,1,3,1,1,3,3
2,0,30000,3,2,1,1,1,6,2,5,2,2,0,2,2,1,0,2,1,1,1,2,0,1,2,3,0,1,0,1314,111314,6,2,1,2,1,0,0,0,0,0,0,0
8,0,10000,3,2,1,1,2,8,2,5,3,2,0,2,2,1,0,0,0,1,1,2,0,2,0,2,0,1,1,2027,44527,37,1,2,2,2,1,1,0,0,3,0,0
2,0,15000,4,2,1,2,1,11,1,5,3,1,1,1,2,1,1,0,0,1,1,2,0,2,0,2,0,1,0,0,129743.333333333,59,2,1,2,1,3,1,3,1,3,3,3
2,0,5000,3,1,1,1,2,11,2,5,3,1,1,2,2,2,0,0,0,2,0,2,0,1,0,1,0,1,1,2027,16027,76,1,2,2,2,0,0,0,0,3,0,0
1,11500,10000,3,2,1,1,2,3,1,3,3,1,2,2,2,1,0,2,1,2,0,2,0,2,0,2,0,2,1,7189,52378,59,2,1,2,2,3,1,3,1,2,3,3
2,0,15000,3,2,1,1,2,6,1,3,3,1,0,2,2,1,0,2,1,1,1,2,0,2,1,3,0,1,0,2032,68096,9,2,1,2,2,0,0,0,0,0,0,0
2,0,12000,3,2,1,1,2,10,1,3,3,1,0,2,2,2,0,2,1,2,0,2,0,2,0,2,0,1,2,13500,33500,68,1,2,2,2,3,1,0,0,3,0,0
2,0,6000,4,3,1,1,2,9,1,5,3,1,1,2,2,2,0,1,0,2,0,1,1,3,1,4,0,4,1,8831.5,47924.5,43,1,2,2,2,2,1,0,0,3,0,0
2,0,10000,5,3,1,1,2,11,1,5,3,1,0,2,2,1,1,2,1,1,1,1,1,2,0,2,0,1,0,0,64902,58,2,1,2,2,2,1,0,0,3,0,0
5,0,6000,4,3,1,1,2,11,1,1,3,1,0,2,2,1,1,0,0,1,1,2,0,3,1,4,0,2,1,6000,54663,40,2,1,2,1,3,1,0,0,3,0,0
2,0,25000,9,5,1,6,1,6,2,5,1,1,0,1,1,1,5,2,3,1,4,2,0,4,1,5,0,3,3,75833.3333333333,376129.666666667,57,2,2,1,1,3,2,3,2,3,3,2
2,0,0,5,3,3,1,2,7,2,5,3,2,2,2,2,1,0,2,2,1,1,1,2,4,0,4,0,2,1,0,82731,57,2,1,2,2,0,0,0,0,3,0,0
8,0,21000,3,1,1,1,2,4,1,1,3,1,0,1,2,1,4,2,1,1,1,2,0,2,0,2,1,1,0,19758.6666666667,138955.666666667,37,2,1,2,1,3,1,3,1,3,3,2
5,0,7500,2,1,1,1,2,10,2,3,3,1,0,2,2,2,0,0,0,1,1,2,0,2,1,3,0,2,1,3902,32853,2,2,1,2,2,0,0,0,0,0,0,0
2,0,9000,2,2,1,1,2,8,1,3,3,1,1,2,2,2,0,0,0,2,0,1,1,3,0,3,0,3,1,2027,37614,62,1,2,2,2,0,0,0,0,3,0,0
1,16000,18000,4,3,1,1,2,3,1,1,3,1,0,2,2,1,2,1,2,1,1,2,0,3,0,3,0,1,1,0,93028,18,2,1,2,1,3,1,2,1,3,0,0
2,0,6000,5,3,1,1,2,11,1,5,3,1,1,2,2,1,0,1,0,2,0,1,1,2,2,4,0,2,1,6051,35607,35,1,2,2,2,1,1,0,0,3,0,0
2,0,30000,4,2,1,2,2,10,1,2,2,1,0,2,2,1,2,2,2,2,0,1,2,2,0,2,0,1,1,2017,186034,63,2,1,2,2,3,1,0,0,3,0,0
2,0,12000,4,3,1,1,2,2,2,1,3,1,1,2,2,1,1,1,0,1,1,2,0,2,2,4,0,2,0,26354,101972,13,2,1,2,2,1,1,0,0,3,0,0
5,0,10000,3,2,1,1,2,2,2,1,3,1,1,2,2,1,0,0,0,2,0,2,0,1,3,4,0,3,0,7118,12918,3,1,2,2,2,0,0,0,0,3,0,0
2,0,7000,4,2,1,2,2,7,2,5,3,2,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,0,1,1963,15963,45,1,2,2,2,0,0,0,0,3,0,0
8,0,10000,4,2,1,1,2,6,2,6,3,1,1,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,2,3920,35720,49,1,2,2,2,1,1,0,0,3,0,0
2,0,15000,4,3,1,1,2,6,2,3,3,1,0,2,2,1,1,1,1,1,1,2,0,2,1,3,0,1,2,5889,65889,58,2,2,2,2,2,1,0,0,3,0,0
5,0,10000,3,2,1,1,2,3,1,3,1,1,0,2,2,2,0,0,0,2,0,2,0,2,0,2,0,1,1,2220,52500,56,2,1,2,2,0,0,0,0,2,0,0
5,0,20000,7,2,1,2,2,1,1,1,1,2,1,2,2,2,0,2,1,1,1,2,0,4,0,4,0,2,0,0,113574,55,1,2,2,2,0,0,0,0,3,0,0
8,0,6500,2,2,1,1,2,8,1,5,3,1,2,2,2,2,0,1,0,2,0,1,1,1,2,3,0,2,0,4054,23903,13,1,2,2,2,9,1,0,0,0,0,0
2,0,25000,5,2,1,2,2,11,2,5,3,1,0,2,2,1,3,2,1,1,1,1,2,2,0,2,0,1,1,2032,64064,53,2,1,2,2,0,0,0,0,3,0,0
2,0,0,5,3,4,1,2,12,2,5,3,1,0,2,2,1,2,2,1,1,1,1,1,3,0,3,0,1,0,2027,91321,26,2,1,2,2,3,1,3,1,1,3,3
8,0,8000,3,2,1,1,2,12,2,4,3,1,1,2,2,2,0,1,0,2,0,2,0,3,0,3,0,2,1,0,57951,24,1,2,2,2,3,1,1,1,2,0,0
8,0,6500,2,2,1,1,2,8,2,3,3,1,1,2,2,2,0,1,0,2,0,2,0,2,0,2,0,2,2,4064,22414,14,1,2,2,2,1,1,0,0,0,0,0
9,0,4500,5,4,1,1,2,9,1,6,3,2,0,2,2,2,1,0,0,2,0,1,1,8,0,8,0,3,2,6096,36596,23,1,2,2,2,1,1,0,0,2,0,0
10,0,16000,4,3,1,1,2,3,1,6,3,1,0,2,2,1,1,2,1,2,0,2,0,3,0,3,0,2,1,0,105603,58,2,1,2,2,0,0,0,0,3,0,0
